风萧萧{30天}{触发事件：“风萧萧兮易水寒”。获得稗田阿求的遗产，其效果为（激进倾向：+0.1，军用工厂建造速度：+10%）}{慷慨悲歌，壮士死国},,,,,,,,,,,,,,,,,,,
,,,,,认同守矢{60天}{政治点数：-100，（守矢神社）获得强烈的战略同盟（和人类村落的关系+100），（人类村落）获得强烈的战略同盟（和守矢神社的关系+100），（守矢神社）移除神明的危机，获得无为而治，其效果为（每周人口：+1，每月人口：+15%），增加2个地图外民用工厂},,,,,,,,,,,,,,
,,,,,,欢迎媒体{100天}{绥靖政策追加效果：每日政治点数增长：+0.35，科研速度：+10%}{我们欢迎天狗的媒体，即使有意识形态输出也不会比现在更差不是吗}（注：需要完成国策：认同守矢、同修神社）,,,,,,,,,,,,,
,,,,,,佛道同盟{100天}{绥靖政策追加效果：每日政治点数增长：+0.1，科研速度：+25%}{我们重新撮合神道同盟，虽然没有军事上的好处，但其他方面却是一个不落}（注：需要完成国策：建造佛展，建造道观）,,,,,,,,,,,,,
,,,,,,四海皆友{100天}{绥靖政策追加效果：政治点数：+25%，每周稳定度：+0.1%，稳定度：+40%，（九十九工业）完成国策：物归原主}{幻想乡任何地方都会有人类的身影，无论他们卑贱或高贵}（注：需要完成国策：人才回流、道具回归）,,,,,,,,,,,,,
,,,,,,沟通贤者{100天}{绥靖政策追加效果：地方最大工业值：+30%，生活消费品：-10%，建造速度：+25%，工厂产出：+25%}{贤者的职责是守护幻想乡的和平，而人类似乎也在进行这种职责}（注：需要完成国策贡献血液、政治支持）,,,,,,,,,,,,,
,,,,,,,努力的结果{60天}{获得幻想乡正统势力，其效果为（政治点数：+20%，部队组织度：+10%，制造战争的紧张度限制：+20%，正当化战争目标所需时间：+25%）}{我们得到了幻想乡的认可，虽然不知道认可的是人类还是慧音},,,,,,,,,,,,
,,,,,,,,有限的扩张{60天}{开启决议通过民用工厂换取核心省份}{我们可以通过赎买让曾经的土地回归怀抱},,,,,,,,,,,
,,,,,,,,,无限的投资{60天}{开启决议使用政治点数获得建筑位和民用工厂}{我们可以通过外交努力（慧音）换取源源不断的经济发展空间},,,,,,,,,,
,,,"*""以地事秦""{60天}{触发事件：“抱薪救火？”。稗田阿求的遗产追加效果：激进倾向：-0.1，改良倾向：+0.1，军用工厂建造速度：-10%，民用工厂建造速度：+10%，以战争的政治取代战争的阴影，效果变更：工厂产出：+20%，改善关系持续花费：-33%，道具的保护追加效果：政治点数：+15%，（九十九工业）该国所拥民用工厂：-5%，可以加入阵营。（九十九工业）获得倒向我们（和人类村落的关系+100），（人类村落）获得倒向他们（和人类村落的关系+100）}{幻想乡的局势瞬息万变，我们可以放弃部分直接的武装力量，但需要拿回自己在经济上的地位}",,,,,,,,,,,,,,,,
,,,,*亲密无间{60天}{（九十九工业）创建阵营：泛人主义共荣圈，完成国策：成为守护神。道具的保护追加效果：（九十九工业）该国所拥民用工厂：+5%，获得幻想乡正统势力，其效果为（政治点数：+20%，部队组织度：+10%，制造战争的紧张度限制：+20%，正当化战争目标所需时间：+25%）}{泛人主义的宣传让我们和道具亲密无间}（注：需要九十九工业领导人为多多良小伞）,,,,,,,,,,,,,,,
,,,,,知识合并{60天}{增加1个科研槽，（九十九工业）政治点数：-100，完成国策：知识的化身}{无论如何人类接收了外界的知识，和道具共同学习对双方来说都是最好的选择},,,,,,,,,,,,,,
,,,,,借刀杀人{60天}{获得清剿极端势力长常规化，其效果为（稳定度：+10%，政治点数：+15%，激进倾向：-0.1，新规倾向：-0.1），（九十九工业）禁用决议：于人类村落清剿极端势力、第二次于人类村落清剿极端势力}{内部的极端势力对我们和付丧神都是极大的威胁，正好借他们的手除掉},,,,,,,,,,,,,,
,,,,,,改良思潮{60天}{触发事件：“近朱者赤”。（九十九工业）获得强烈的战略同盟（和人类村落的关系+100），（人类村落）获得强烈的战略同盟（和九十九工业的关系+100）}{“故近朱者赤，近墨者黑；声和则响清，形正则影正。”——《太子少傅箴》}（注：需要完成国策：知识合并、邀请镇压）,,,,,,,,,,,,,
,,,,,,,妖力课程{60天}{（隙间世界）获得另类脱离掌控（与人类村落的关系-100），政治点数：-200，增加10点灵力，（九十九工业）完成国策：妖力转移课程}{多多良小伞有方法让人类转化成付丧神，帮助他们也就相当于帮助我们自己},,,,,,,,,,,,
,,,,,,,召回老兵{60天}{人力：-500，陆军经验：+15，（九十九工业）完成国策：接纳人类老兵}{我们以人类复权的名义秘密召回老兵，他们将作为人类的贡品},,,,,,,,,,,,
,,,,,,,,整合财阀{100天}{吞并人类财阀联合时可以直接获得他们的核心，（人类财阀联合）会下降一级附庸等级}{用于制约我们的财阀的政治寿命已经到达尽头，我们收回他们的资产将有利于未来发展},,,,,,,,,,,
,,,,,,,,,*财阀资产{60天}{获得人类财阀投资，其效果为（生活消费品工厂：-5%）}{财阀对外有许多投资我们是不能单方面断掉的，但是其余的都可以充公},,,,,,,,,,
,,,,,,,,,*财阀投资{60天}{（九十九工业）获得人类财阀投资，其效果为（生活消费品工厂：-5%），如果他们已经拥有这个民族精神，则人类财阀投资追加效果：生活消费品工厂：-5%}{我们加大对九十九工业的支持，因为帮助他们就是帮助我们自己},,,,,,,,,,
,,,,,,,,,,索取认可{60天}{获得幻想乡正统势力，其效果为（政治点数：+20%，部队组织度：+10%，制造战争的紧张度限制：+20%，正当化战争目标所需时间：+25%），从（联合县）移除2个民用工厂，（九十九工业）人类的保护者追加效果：政治点数：-10%，增加2个地图外民用工厂}{我们对付丧神仁至义尽，是时候索取一点应有的报偿了},,,,,,,,,
,,,,,,,,,,,申请仲裁{60天}{（九十九工业）开启限时决议宣战（妖怪小镇）、（香霖公司）、（联合使馆）（注：未完成时扣除大量稳定度、战争支持度和政治点数）}{多年的倾力相助，人类已经和付丧神密不可分，付丧神帮助人类也是帮助他们自己},,,,,,,,
,,,,,,,,,,,借力打力{60天}{九十九工业向命莲寺宣战，人类村落向命莲寺宣战}{虚伪的佛教徒没有阻止妖怪信徒对人类的屠杀，这仇可不是不报，只是时候未到}（注：需要命莲寺存在）,,,,,,,,
,,,,,,,,,,,,请求还地{100天}{将成为所有核心省份的所有者}{报之以李，还之以桃}（注：需要完成国策：财阀投资）,,,,,,,
,,,,,,,,,,,,根除威胁{60天}{九十九工业向神灵庙宣战，人类村落向神灵庙宣战}{丰聪耳神子的野心昭然若揭，我们要把威胁扼杀在摇篮里},,,,,,,
,,,,,,,,,,,,,绥靖政策的终结{100天}{战争支持度：+50%，移除绥靖政策}{随着接连的战争和九十九工业的壮大，我们再也不需要依靠绥靖政策来保全自己了}（注：需要处于战时）,,,,,,
,,,,,,,,,,,,,,摆脱妖怪的控制{100天}{完成决议：从妖怪的影响中解脱，获得独属于付丧神的人类，其效果为（部队防御：+10%，政治点数：-10%，每周人力：-10），（九十九工业）人类的保护者追加效果：每周人力：+10，政治点数：+10%，部队防御：-10%，每日人类影响力额外变化：+0.08）}{我们摆脱了妖怪的妖怪的控制，但是这一切真的值得吗？},,,,,
,,,,*同床异梦{60天}{绥靖政策追加效果：军用工厂建造速度：+40%，每日政治点数增长：+0.2，地区最大工业值：+10%，道具的保护追加效果：（九十九工业）该国所拥民用工厂：-5%，开启决议获得限时的针对道具的力量}{道具如果只是把人类当作一个跳板，那人类又为什么要让她们如愿？}（注：需要九十九工业的领导人不为多多良小伞）,,,,,,,,,,,,,,,
,,,,,*外交权谋{60天}{向开放社会发展一级，以开放社会2取代开放社会1，效果变化：科研速度：+3%，加密：-0.2，可出口资源：+5%，顺从度增长速度：+5%，合作势力花费：-5%，改良支持度变化：+5%，（天狗共和国）政治点数：+150，获得寻求外援（和人类村落的关系+250），（人类村落）获得寻求外援（和天狗共和国的关系+250）}{在意识形态方向天狗共和国是我们毋庸置疑的领头人},,,,,,,,,,,,,,
,,,,,,纵横捭阖{60天}{战争支持度：-10%，通过（竹林妖怪联盟）、（命莲寺）的保障独立，通过和（竹林妖怪联盟）、（命莲寺）的互不侵犯条约}{我们知道九十九工业居心叵测之后需要争取更多同情者的支持},,,,,,,,,,,,,
,,,,,,,诱敌来攻{60天}{稳定度：-10%，九十九工业对人类村落宣战}{善战者，致人而不致于人},,,,,,,,,,,,
,,,,,*武库兵法{60天}{向鹰派发展一级，以鸽派4取代鸽派5，效果变化：生活消费品工厂：+2%，战争支持度：+5%，改善关系持续花费：+10%，地区最大工业值：-10%，贸易协定关系修正：-20%，正当化战争目标时间：-10%，敌国对我国正当化战争目标时间：-20%},,,,,,,,,,,,,,
,,,,,,火攻五道{60天}{获得庙算，其效果为（所有敌国：每周人力：-100，工厂产出：-20%，部队组织度：-10%，部队损耗：+30%，部队速度：-10%）}{火攻有五：一曰火人，二曰火积，三曰火辎，四曰火库，五曰火队}（注：可以用事件达到效果）,,,,,,,,,,,,,
,,,,,,用间五器{60天}{庙算追加效果：所有敌国：战争支持度：-10%，加密：-10，解密：-10，指挥点数每日增长乘数：-20%，厌战上涨周期：-50%）}{用间有五：有因间，有内间，有反间，有死间，有生间}（注：可以用事件达到效果）,,,,,,,,,,,,,
,,,,,,托古改制{60天}{移除道具的保护，移除绥靖政策，获得托古改制，其效果为（生活消费品：-20%，地区最大工业值：-20%），九十九工业触发事件：“利益受损”。}{我们在内部大肆宣扬结界危机之前幻想乡的和谐，构建一个曾经也没有可能的理想乡，目的是迁徙北工业区同时发展农业机械以脱离付丧神的“保护”},,,,,,,,,,,,,
,,,,,,,先发制人{60天}{政治点数：-100，人类村落向九十九工业宣战，托古改制追加效果：（九十九工业）我国对其进攻修正：+20%}{付丧神迟早会发现我们的真实意图，不如先下手为强}（注：需要完成国策：火攻五道、用间五器、托古改制）,,,,,,,,,,,,
,,,,,,,,收回道具{60天}{托古改制追加效果：（九十九工业）我国对其进攻修正：-20%，获得多多良锻造公司，其效果为（迫击炮：对人员杀伤：+10%，步枪：对人员杀伤：+5%，对装甲杀伤：+5%，生产效率上限：+10%），多多良小伞成为将领}{人类和道具终于重归一体}（注：需要完成国策：诱敌来攻或先发制人且九十九工业不存在）,,,,,,,,,,,
,,,,,,,,,加入妖怪山同盟{60天}{改良支持度变化：+5%，（天狗共和国）触发事件：”人类村落请求加入妖怪山民主同盟”。}{加入天狗的势力圈对我们也是好处多多},,,,,,,,,,
,,,,,,,,,,技术爆炸{100天}{战争的政治追加效果：（天狗共和国）该国所拥民用工厂：+10%，政治点数：-500，增加2个科研槽}{科学技术是第一生产力，为此付出一些代价也在所不惜},,,,,,,,,
,,,,,,,,,,,再看帝国{100天}{触发事件：“我们的宿敌”。}{斯卡雷特帝国曾让我们付出了血的代价，休养生息之后，我们应该重新决定对他们的策略了},,,,,,,,
,,,,,,,,,,,,*借机发难{30天}{人类村落向斯卡雷特帝国宣战}{帝国大厦将倾，那么我们可以助其一臂之力}（注：需要斯卡雷特帝国处于战时）,,,,,,,
,,,,,,,,,,,,*休兵止戈{60天}{获得幻想乡正统势力，其效果为（政治点数：+20%，部队组织度：+10%，制造战争的紧张度限制：+20%，正当化战争目标所需时间：+25%），获得无为而治，其效果为（每周人力：+1，每月人力：+15%）}{人类复权已经过去，何必再在乎过去呢},,,,,,,
,,*变革{30天}{稗田阿求的遗产追加效果：激进倾向：+0.9，军用工厂建造速度：+40%，绥靖政策追加效果：每日政治点数增长：-0.2，地区最大工业值：-20%，科研速度：-20%，工厂产出：+30%，战争的阴影追加效果：战争支持度：+20%，适役人口修正：+30%}{这不是结束，这甚至不是结束的开始，但这可能是开始的结束},,,,,,,,,,,,,,,,,
,,,* 重走旧路{60天}{获得人民阵线，其效果为（激进倾向：-0.1，投降界限：+10%，（九十九工业）我国对其防御修正：+5%，我国对其进攻修正：+5%），获得统一战线，其效果为（政治点数：+25%，稳定度：+10%，战争支持度：+10%，厌战上涨周期：+33%）}{雄关漫道真如铁，而今迈步从头越},,,,,,,,,,,,,,,,
,,,,沉冤昭雪{30天}{移除上白泽慧音，稗田人类复权派成为执政党，触发事件：“慧音的最后一天”。}{人类复权被污名化数年之后，“阿求派”以一场政变夺回了政权}（注：需要稗田人类复权派支持率高于50%）,,,,,,,,,,,,,,,
,,,,,人类下克上主义{30天}{创建阵营：第二次人类复权运动，触发事件：“下克上主义人类化”。获得人类下克上主义，其效果为（部队组织度：+15%，投降界限：+5%，战争支持度：+10%，部队核心领土进攻：+5%，部队核心领土防御：+5%，征兵法案花费：-25%），（叛乱同盟）、（雾之湖妖精）获得意识形态斗争，其效果为（（人类村落）我国对其进攻修正：+10%，我国对其防御修正：-10%）}{稗田阿求声称自己找到了独属于人类的革命方式，鬼人正邪等下克上的先行者皆认为这种行为是赤裸裸的剽窃和亵渎，但他们压根不了解人类的特殊国情，阿求的下克上主义才是最好的},,,,,,,,,,,,,,
,,,,,,团结人类资产阶级{60天}{触发事件：“稗田阿求谈论人类复权运动的性质”。（人类财阀联合）会下降一级附庸等级，获得人类财阀投资，其效果为（生活消费品工厂：-5%），统一战线追加效果：改良倾向：+1}{稗田阿求认为人类复权运动并不是真正的下克上运动，而是下克上运动的前奏，所以应该团结一切可以团结的力量以战胜妖怪},,,,,,,,,,,,,
,,,,,,,延续种族主义政策{60天}{触发事件：“稗田阿求评价种族主义”。（人类财阀联合）会下降一级附庸等级，获得种族主义宣传，其效果为（每周战争支持度：+0.1%），统一战线追加效果：新规倾向：+1}{稗田阿求并不打算对种族主义进行一刀切的判断，只要是利于人类复权的都是可以利用的好种族主义},,,,,,,,,,,,
,,,,,,,,萃取人类的传统{60天}{触发事件：“稗田阿求反对思维禁锢”。（人类财阀联合）会下降一级附庸等级，获得深化刑名律令，其效果为（每周稳定度：+0.1%），统一战线追加效果：孤立倾向：+1}{稗田阿求欣赏从朝鲜传入的律令，反对控制人类思想的神道教，去其糟粕取其精华},,,,,,,,,,,
,,,,,,,,,反击经济殖民者{30天}{人民阵线追加效果：适役人口：+10%，获得为期365天的“人民战争”，其效果为（适役人口修正：50%，训练时间：-50%，每周人力：+100）}{九十九工业对人类的殖民是经济性的资本输出，人类容忍她们已经足够久了}（注：需要与九十九工业处于战时）,,,,,,,,,,
,,,,,,,,,,语出惊人{0天}{这项国策目前没有实际影响。但随着世界局势的变化可能会发生改变。}{出人意料的，稗田阿求没有对付丧神进行同态复仇，反而是说出了一些引发歧义的话}（注：随事件的发展自行完成）,,,,,,,,,
,,,,,,,,,,,火攻五道{60天}{获得庙算，其效果为（所有敌国：每周人力：-100，工厂产出：-20%，部队组织度：-10%，部队损耗：+30%，部队速度：-10%）}{火攻有五：一曰火人，二曰火积，三曰火辎，四曰火库，五曰火队}（注：可以用事件达到效果）,,,,,,,,
,,,,,,,,,,,,用间五器{60天}{庙算追加效果：所有敌国：战争支持度：-10%，加密：-10，解密：-10，指挥点数每日增长乘数：-20%，厌战上涨周期：-50%）}{用间有五：有因间，有内间，有反间，有死间，有生间}（注：可以用事件达到效果）,,,,,,,
,,,,,,,,,,,,,人民的鸦片{30天}{触发事件：“对宗教的态度”。}{宗教是人民的鸦片，人类必须决定对他的态度},,,,,,
,,,,,,,,,,,,,,*焚烧毒草{30天}{获得思想管控，其效果为（激进倾向：+1，政治点数：+25%，稳定度：+20%），移除统一战线，人类村落向命莲寺宣战，人类村落向神灵庙宣战}{宗教作为控制人类思想的工具必须被全面摧毁},,,,,
,,,,,,,,,,,,,,*富裕精神{30天}{获得阿求选集，其效果为（战争支持度：+20%，适役人口：+5%），移除人民阵线，以总动员取代孤立主义，效果变更：适役人口修正：-30%，生活消费品工厂：-25%，稳定度：-40%，军转民花费：+10%，民转军花费：-15%，工厂产出：+45%，军用工厂建造速度：+45%，民用工厂建造速度：-45%，人类村落向魔女联盟宣战，人类村落向人偶师协会宣战}{依靠战无不胜的阿求思想足以让人民不再有吸食鸦片的需求，但也需要一定的物质奖励},,,,,
,,,,,,,,,,,,,,,粉碎帝国{60天}{人类村落向斯卡雷特帝国宣战}{作为下克上人类化的政权和下克上主义的正统继承人，摧毁封建帝国是我们义不容辞的责任}（注：需要处于和平）,,,,
,,,,,,,,,,,,,,,,幻想乡的明天{100天}{获得世界，其效果为（每日政治点数增长：+0.5，部队组织度：+15%，每月人口：+30%，适役人口修正：15%，稳定度：+30%，训练时间：-10%，顺从度增长速度：+1%，特工位：+3）}{人类复权已经再无敌手，下克上的正统如今也是幻想乡的正统}（注：需要九十九工业、斯卡雷特帝国不存在）,,,
,,,,,,,,,,,,,,,,,转移博丽巫女{60天}{（隙间世界）触发事件：“人类希望迎回博丽巫女”。如果他们同意，则博丽灵梦成为将领}{贤者的旧账我们可以既往不咎，但是博丽灵梦作为人类复权运动的英雄需要回归人类的怀抱},,
,,,,,,,,,,,,,,,,,,幻想乡的太阳{100天}{触发事件：“光鲜亮丽的背后”。稗田阿求获得“伟人”，其效果为（政治点数：+100%，稳定度：+100%，战争支持度：+100%）}{东方红，太阳升，幻想乡出了个大英雄}（注：需要九十九工业、斯卡雷特帝国、隙间世界不存在},
,,,*再寻新路{60天}{稗田人类复权派将被称作人类复权派，稗田阿礼（？）成为稗田人类复权派的领导人，开启内战（成为新人类村落）决议绕过九十九工业的制裁，以人类复权的遗产取代稗田阿求的遗产，效果变更：每周稳定度：+0.5%，每周战争支持度：+0.5%，每日厌战值变化：-0.1%}{革命才不是新瓶装旧酒呢！这次复权是全新的、代表全人类意志的革命}（稗田阿礼（？）领导人特质“人类精神的象征”，其效果为（厌战上涨周期：+50%，适役人口：+8%，适役人口修正：80%））,,,,,,,,,,,,,,,,
,,,,人类夺厂{60天}{（触发事件：“自己治厂？”。九十九工业）获得工业区脱离（和新人类村落的关系-100），获得人类夺厂，其效果为（生产效率保持：+30%，生产效率上限：+30%，生产效率增长速度：+30%）}{和人类的投降派作战完毕后，曾经被技术官僚垄断的工厂现在交由人类工人使用}（注：需要人类村落不存在）,,,,,,,,,,,,,,,
,,,,,审判财阀{30天}{触发事件：“肉食者鄙”。新人类村落向人类财阀联合宣战}{人类的资本家比妖怪更可怕，他们在暗处操纵人类的经济，人类复权的失败他们有不可推卸的责任},,,,,,,,,,,,,,
,,,,,,财产充公{60天}{（稗田县——人类赌场）增加5个建筑位，增加5个军用工厂，获得人类财阀资产，其效果为（政治点数：-25%，生活消费品工厂：-20%）}{吊死财阀之后我们征用了他们的所有资产，但是否彻底和用于哪里一直备受质疑，有人甚至认为我们花了财阀的钱去买奢侈品供领导人使用……},,,,,,,,,,,,,
,,,,,,,继续下克上论{60天}{触发事件：“产生叛徒的原因”。（雾之湖妖精联合体）获得意识形态支持（和新人类村落的关系+200），（叛乱同盟）获得意识形态支持（和新人类村落的关系+200），获得继续下克上论，其效果为（厌战上涨周期：+50%，厌战值每日变化：+0.05）}{人类内部的敌人是持续存在的，所以我们需要一直对他们进行处理，下克上是一个好的导师}（注：需要处于和平）,,,,,,,,,,,,
,,,,,,,,人类革命的旗帜{30天}{全球紧张度：+10，政治点数：+500，创建阵营：人类下克上运动，开启革命/政治热情决议}{人类复权打响了幻想乡革命的第一枪，人类的下克上是幻想乡底层人民的赞歌},,,,,,,,,,,
,,,,,,,,,荣归故里{30天}{获得对（香霖公司）、（妖怪小镇）、（联合使馆）的傀儡战争目标}{虽然这次是属于全人类的复权，但其实一些妖怪如果经过改造也可以成为人类的革命同志的},,,,,,,,,,
,,,,,,,,,,煽动革命{30天}{开启决议增加相邻国家激进党派的支持率}{为了保障我们的安全，必须让周边的国家都和我们保持一致}（注：需要处于和平）,,,,,,,,,
,,,,,,,,,,,世界革命的基地{60天}{获得世界革命的基地，其效果为（正当化战争目标时间：+50%，处于阵营加成：+200%，减少唯心度花费：-50%，不能宣战）}{下克上运动的其他国家都需要保护新人类村落的建设工作，因为只有那样人类才有更多的资本去帮助他们},,,,,,,,
,,,,,,,,,,,,强化专政{60天}{世界革命的基地追加效果：稳定度：+20%，政治点数：+20%，激进倾向：+1}{正义的人类对不义的妖怪进行专权，或许和下克上的部分理念不符，但是这是为了保护多数人的利益},,,,,,,
,,,,,,,,,,,,,战争科学{100天}{增加1个科研槽，陆军经验：+100，获得政治顾问，其效果为（陆军学说花费：-25%）}{战争是一门科学，而我们的胜利是由于人类工人组成的纯粹军队，将二者有机结合起来人类将无往不利},,,,,,
,,,,,,,,,,,,,,火攻五道{60天}{获得庙算，其效果为（所有敌国：每周人力：-100，工厂产出：-20%，部队组织度：-10%，部队损耗：+30%，部队速度：-10%）}{火攻有五：一曰火人，二曰火积，三曰火辎，四曰火库，五曰火队}（注：可以用事件达到效果）,,,,,
,,,,,,,,,,,,,,,用间五器{60天}{庙算追加效果：所有敌国：战争支持度：-10%，加密：-10，解密：-10，指挥点数每日增长乘数：-20%，厌战上涨周期：-50%）}{用间有五：有因间，有内间，有反间，有死间，有生间}（注：可以用事件达到效果）,,,,
,,,,,,,,,,,,,,,,建成下克上社会{100天}{所有拥有的地区：添加3个建筑位，添加1个军用工厂，添加1个民用工厂，世界革命的基地追加效果：可以宣战，移除革命/政治热情决议}{我们终于可以宣布自己建成了下克上社会，再不需要受资产阶级法权限制了}（注：需要新人类村落工业值超过100）,,,
,,,,,,,,,,,,,,,,,建设第五纵队{30天}{处于战时每隔一段时间将会获得编制为扫荡编制的部队，世界革命的基地追加效果：正当化战争目标时间：-100%}{许多人都因为我们的成就而崇拜我们，当然也不乏投机分子，但谁会在意呢？},,
,,,,,,,,,,,,,,,,,,对贤者之位的觊觎{100天}{获得幻想乡建立者，其效果为（每日获得的政治点数：+0.5，每周人力：+3，生活消费品工厂：-10%，稳定度：+10%，地区最大工业值：+30%，建造速度：+25%，工厂产出：25%，制作战争目标的紧张度限制：+15%，特工位：+2，每日人类影响力额外变化：+0.02，x可以加入阵营灵力系科研速度：+35%，混合类研究速度：+10%，秘密武器类研究速度：-60%），所有贤者都会在未来对你宣战}{人类现在什么也不缺，但还缺一些虚名，我们想幻想乡能容忍多一位贤者的出现吧}（注：需要势力规模为世界）,
,,,,,,,,,,,,,,,,,,,威震天下{100天}{获得强大的威望，其效果为（每日获得的政治点数：+0.25，部队组织度：+15%，稳定度：+20%，战争支持度：+20%，建造速度：+10%，部队攻击：+5%，部队防御：+5%，科研速度：+10%，工厂产出：+10%）}{王侯将相，宁有种乎？}（注：需要后户之国、妖兽仙界、隙间世界不存在）
万众一心{55天}{（雾雨流亡者）（竹林流亡者）（草原流亡者）触发事件：“人类村落的号召”。如果他们同意，则成为人类村落的合作势力，获得人类复权运动，其效果为（部队攻击：+25%，部队防御：+25%）}{人类复权运动卷土重来，是流亡者们履行承诺的时候了}（注：需要意识形态为激进，如果流亡者拥有外交中立民族精神会被直接吞并）,,,,,,,,,,,,,,,,,,,
,尽诛叛逆{55天}{获得讨逆，其效果为（部队核心领土进攻：+10%，部队核心领土防御：+10%）}{流亡过后有些流亡者忘记了自己的根，我们不得不得让他们回忆一下}（注：需要有流亡者不同意号召）,,,,,,,,,,,,,,,,,,
,,雾雨流亡者{55天}{人类村落向雾雨流亡者宣战，讨逆追加效果：（雾雨流亡者）我国对其进攻修正：+10%}{种族主义者的确难以规训}（注：需要雾雨流亡者不同意号召）,,,,,,,,,,,,,,,,,
,,竹林流亡者{55天}{人类村落向竹林流亡者宣战，讨逆追加效果：（竹林流亡者）我国对其进攻修正：+10%}{改良主义者是人类的叛徒}（注：需要竹林流亡者不同意号召）,,,,,,,,,,,,,,,,,
,,草原流亡者{55天}{人类村落向草原流亡者宣战，讨逆追加效果：（草原流亡者）我国对其进攻修正：+10%}{他们真以为自己懂我们吗}（注：需要草原流亡者不同意号召）,,,,,,,,,,,,,,,,,
,,,人类之力{55天}{开启决议获得庙算}{五分的典籍重新归一，是时候让他们见识一下人类之力了}（注：需要雾雨流亡者、竹林流亡者、草原流亡者、人类财阀联合不存在或是我们的合作势力）,,,,,,,,,,,,,,,,
内战措施{30天}{获得为期365天的“内战措施”，其效果为（部队速度：+10%，动员速度：+30%）}{一场来源于内部的战争爆发了，我们必须速战速决，以免被外部的敌人钻了空子}（注：需要处于战时且与人类财阀联合或人类村落交战）,,,,,,,,,,,,,,,,,,,
